id,name,auther,repo_name,address,like,estimated_testcodes,packages,all_javas,product_codes,test_codes,product_codes_with_Test,test_codes_without_Test,test_codes_witout_Test_but_test,suspect_test_codes,real_product_codes,real_test_codes,real_test_option_codes,not_availables,used_product_codes,used_test_codes,extends_testcodes,extended_testcodes,used junit,used testng,used extends,no open,no decode,no parse,all_available
26241692,AmadeusITGroup/sonar-stash,AmadeusITGroup,sonar-stash,https://api.github.com/repos/AmadeusITGroup/sonar-stash,173,41,8,68,27,22,0,19,2,24,27,20,21,0,26,12,4,2,25,0,17,0,0,0,0
26273880,everit-org/json-schema,everit-org,json-schema,https://api.github.com/repos/everit-org/json-schema,382,73,6,188,104,73,9,2,0,81,105,79,4,0,84,9,0,0,80,0,63,0,0,0,0
26291258,huangwm1984/AndroidBase,huangwm1984,AndroidBase,https://api.github.com/repos/huangwm1984/AndroidBase,514,39,44,151,110,1,2,38,0,1,112,0,39,0,0,0,0,0,0,0,91,0,0,1,1
26298003,TomRoush/PdfBox-Android,TomRoush,PdfBox-Android,https://api.github.com/repos/TomRoush/PdfBox-Android,318,65,66,691,615,65,11,0,0,76,615,75,1,0,120,6,5,3,40,0,381,0,0,0,0
26473784,stkent/amplify,stkent,amplify,https://api.github.com/repos/stkent/amplify,139,22,13,98,76,20,0,2,0,20,76,19,3,0,28,2,19,1,20,0,41,0,0,0,0
26576766,borball/weixin-sdk,borball,weixin-sdk,https://api.github.com/repos/borball/weixin-sdk,751,49,90,315,266,48,0,1,1,49,266,47,2,0,160,2,0,0,47,0,103,0,0,0,0
26636008,opencollab/jlatexmath,opencollab,jlatexmath,https://api.github.com/repos/opencollab/jlatexmath,216,21,13,188,167,3,0,18,0,3,167,3,18,0,5,13,0,0,3,0,125,0,0,0,0
26642482,zalando/logbook,zalando,logbook,https://api.github.com/repos/zalando/logbook,374,144,14,287,143,129,0,15,0,129,143,126,18,0,94,16,2,1,128,0,26,0,0,0,0
27013334,OpenRoberta/robertalab,OpenRoberta,robertalab,https://api.github.com/repos/OpenRoberta/robertalab,119,481,155,1021,538,458,2,23,8,466,540,429,52,0,139,148,0,0,461,0,392,0,0,0,0
27026014,nidi3/graphviz-java,nidi3,graphviz-java,https://api.github.com/repos/nidi3/graphviz-java,363,25,8,127,98,28,0,1,1,29,98,28,1,0,52,2,0,0,28,0,47,0,0,0,0
27294528,apache/james-project,apache,james-project,https://api.github.com/repos/apache/james-project,316,1969,529,4898,2869,1651,16,362,43,1700,2879,1396,623,0,1616,382,180,73,1740,0,1615,0,0,7,7
27321561,broadinstitute/gatk,broadinstitute,gatk,https://api.github.com/repos/broadinstitute/gatk,612,748,160,2080,1304,737,25,14,0,738,1328,678,56,18,886,78,562,9,0,704,1323,0,0,29,29
27370762,randoop/randoop,randoop,randoop,https://api.github.com/repos/randoop/randoop,233,263,66,765,500,93,18,154,1,102,510,88,162,5,99,40,2,2,79,0,327,0,0,12,12
27394330,tslamic/premiumer,tslamic,premiumer,https://api.github.com/repos/tslamic/premiumer,147,20,3,42,22,15,0,5,0,15,22,13,7,0,18,8,3,1,13,0,13,0,0,0,0
27394708,watson-developer-cloud/java-sdk,watson-developer-cloud,java-sdk,https://api.github.com/repos/watson-developer-cloud/java-sdk,588,40,36,739,696,22,1,20,17,39,697,33,9,0,476,8,31,5,39,0,687,0,0,1,1
27395438,pedrovgs/AndroidGameBoyEmulator,pedrovgs,AndroidGameBoyEmulator,https://api.github.com/repos/pedrovgs/AndroidGameBoyEmulator,156,74,9,214,140,73,0,1,0,73,140,71,3,0,75,3,69,2,73,0,193,0,0,0,0
27422244,wmixvideo/nfe,wmixvideo,nfe,https://api.github.com/repos/wmixvideo/nfe,368,481,107,1497,1016,475,0,6,0,475,1016,475,6,0,485,5,0,0,475,0,600,0,0,0,0
27475315,vladmihalcea/high-performance-java-persistence,vladmihalcea,high-performance-java-persistence,https://api.github.com/repos/vladmihalcea/high-performance-java-persistence,534,760,139,801,33,581,0,187,2,583,33,555,211,2,17,167,542,50,512,0,673,0,0,2,2
27552956,yahoo/elide,yahoo,elide,https://api.github.com/repos/yahoo/elide,590,257,98,612,343,94,0,175,26,120,343,92,169,8,145,40,39,7,102,0,285,0,0,8,8
27559448,eBay/Eagle,eBay,Eagle,https://api.github.com/repos/eBay/Eagle,216,109,142,685,576,105,0,4,0,105,576,98,11,0,153,10,10,3,95,0,213,0,0,1,1
27608520,graphaware/neo4j-to-elasticsearch,graphaware,neo4j-to-elasticsearch,https://api.github.com/repos/graphaware/neo4j-to-elasticsearch,187,27,11,68,41,20,0,7,0,20,41,16,11,0,8,7,11,3,15,0,45,0,0,0,0
27612250,VocabHunter/VocabHunter,VocabHunter,VocabHunter,https://api.github.com/repos/VocabHunter/VocabHunter,148,80,22,271,191,80,0,0,0,80,191,68,12,0,106,17,15,1,54,0,55,0,0,2,2
27645535,zalando/nakadi,zalando,nakadi,https://api.github.com/repos/zalando/nakadi,506,107,39,518,397,100,14,7,0,108,403,102,11,2,248,14,11,3,132,0,167,0,0,5,5
27662891,pwm-project/pwm,pwm-project,pwm,https://api.github.com/repos/pwm-project/pwm,466,41,90,825,773,45,7,0,0,45,780,44,1,0,103,2,0,0,44,0,249,0,0,0,0
27756171,jiangqqlmj/FastDev4Android,jiangqqlmj,FastDev4Android,https://api.github.com/repos/jiangqqlmj/FastDev4Android,2945,82,33,208,119,37,7,45,0,37,126,25,57,0,31,12,0,0,25,0,112,0,0,0,0
27861015,remoting/dubbox,remoting,dubbox,https://api.github.com/repos/remoting/dubbox,108,397,298,1360,965,168,1,226,1,169,966,161,233,0,219,143,22,10,144,0,406,0,0,17,17
28012279,evernote/android-job,evernote,android-job,https://api.github.com/repos/evernote/android-job,5348,32,13,97,56,29,9,3,0,37,57,33,7,0,31,5,15,1,38,0,52,0,0,0,0
28063133,cmu-phil/tetrad,cmu-phil,tetrad,https://api.github.com/repos/cmu-phil/tetrad,135,150,95,1835,1569,140,116,10,0,157,1668,148,19,0,310,4,0,0,126,0,655,0,0,5,5
28072471,eBay/parallec,eBay,parallec,https://api.github.com/repos/eBay/parallec,774,68,37,173,105,55,0,13,0,55,105,54,14,0,71,9,52,1,54,0,72,0,0,2,2
28155589,Glucosio/glucosio-android,Glucosio,glucosio-android,https://api.github.com/repos/Glucosio/glucosio-android,309,21,16,129,100,26,3,0,0,28,101,26,2,0,37,3,13,1,27,0,65,0,0,0,0
28172416,jtransc/jtransc,jtransc,jtransc,https://api.github.com/repos/jtransc/jtransc,409,24,76,1311,1200,24,87,0,0,24,1287,4,20,0,0,0,0,0,3,0,605,0,0,0,0
28174577,dadoonet/fscrawler,dadoonet,fscrawler,https://api.github.com/repos/dadoonet/fscrawler,511,66,18,153,87,56,0,10,3,59,87,54,12,0,51,9,54,6,60,0,94,0,0,0,0
28226472,sdoward/RxGoogleMaps,sdoward,RxGoogleMaps,https://api.github.com/repos/sdoward/RxGoogleMaps,125,21,3,48,27,21,0,0,0,21,27,21,0,0,23,0,0,0,21,0,4,0,0,0,0
28256048,ngs-doo/dsl-json,ngs-doo,dsl-json,https://api.github.com/repos/ngs-doo/dsl-json,528,551,53,723,172,54,0,497,4,58,172,57,494,0,29,123,2,1,84,0,58,0,0,0,0
28303389,DISID/disid-proofs,DISID,disid-proofs,https://api.github.com/repos/DISID/disid-proofs,114,187,174,2270,2083,29,0,158,38,67,2083,47,140,0,70,47,0,0,46,0,371,0,0,0,0
28324211,ertugrulcetin/GlueList,ertugrulcetin,GlueList,https://api.github.com/repos/ertugrulcetin/GlueList,152,22,1,23,1,18,0,4,4,22,1,21,1,0,1,1,0,0,21,0,1,0,0,0,0
28332392,Waikato/meka,Waikato,meka,https://api.github.com/repos/Waikato/meka,157,62,46,383,314,62,7,0,0,62,321,59,3,0,53,4,51,3,0,0,204,0,0,0,0
28385620,fengyouchao/sockslib,fengyouchao,sockslib,https://api.github.com/repos/fengyouchao/sockslib,149,24,18,149,125,14,0,10,0,14,125,5,19,0,0,4,0,0,6,0,27,0,0,0,0
28527543,mraible/21-points,mraible,21-points,https://api.github.com/repos/mraible/21-points,222,27,18,126,99,22,0,5,0,22,99,19,8,0,53,3,0,0,19,0,32,0,0,0,0
28536593,gk-brown/HTTP-RPC,gk-brown,HTTP-RPC,https://api.github.com/repos/gk-brown/HTTP-RPC,262,21,7,47,22,16,0,9,0,16,22,10,15,0,12,4,8,1,10,0,30,0,0,0,0
28572761,eclipse/hawkbit,eclipse,hawkbit,https://api.github.com/repos/eclipse/hawkbit,185,176,166,1251,1074,153,0,24,2,155,1074,143,33,1,310,37,87,10,142,0,682,0,0,3,3
28601166,aesteve/nubes,aesteve,nubes,https://api.github.com/repos/aesteve/nubes,106,119,105,292,173,69,0,50,3,72,173,46,73,0,0,2,3,1,49,0,95,0,0,0,0
28602846,reactor/reactor-core,reactor,reactor-core,https://api.github.com/repos/reactor/reactor-core,2354,381,25,794,405,356,4,29,4,363,406,356,31,1,290,26,19,4,352,5,436,0,0,2,2
28605136,Waikato/moa,Waikato,moa,https://api.github.com/repos/Waikato/moa,270,67,115,851,761,62,22,6,0,62,783,60,8,0,60,7,48,3,10,0,674,0,0,0,0
28638155,blocoio/faker,blocoio,faker,https://api.github.com/repos/blocoio/faker,159,26,4,55,29,25,0,1,0,25,29,25,1,0,8,1,0,0,25,0,25,0,0,0,0
28690649,confluentinc/kafka-connect-jdbc,confluentinc,kafka-connect-jdbc,https://api.github.com/repos/confluentinc/kafka-connect-jdbc,428,41,6,100,59,36,0,5,0,36,59,35,6,0,45,7,15,3,36,0,46,0,0,0,0
28784137,requery/requery,requery,requery,https://api.github.com/repos/requery/requery,2975,68,36,513,445,22,0,46,0,22,445,22,46,0,63,13,9,3,20,0,266,0,0,0,0
28802240,junit-team/junit5-samples,junit-team,junit5-samples,https://api.github.com/repos/junit-team/junit5-samples,588,32,13,55,21,28,1,5,0,29,21,25,9,0,13,12,0,0,32,1,2,0,0,7,7
28852079,vmware/xenon,vmware,xenon,https://api.github.com/repos/vmware/xenon,237,182,29,467,285,156,0,26,0,156,285,124,58,0,153,48,63,4,130,0,300,0,0,2,2
28852302,confluentinc/kafka-connect-hdfs,confluentinc,kafka-connect-hdfs,https://api.github.com/repos/confluentinc/kafka-connect-hdfs,302,44,14,99,55,30,0,14,0,30,55,25,19,0,30,17,22,4,29,0,52,0,0,0,0
28857557,line/armeria,line,armeria,https://api.github.com/repos/line/armeria,1869,372,116,1483,1082,385,2,14,3,389,1083,380,18,2,507,27,11,6,392,4,599,0,0,7,7
28893386,spotify/heroic,spotify,heroic,https://api.github.com/repos/spotify/heroic,669,170,79,814,642,131,3,38,8,139,645,134,35,0,151,16,35,6,133,0,249,0,0,0,0
28908588,spotify/apollo,spotify,apollo,https://api.github.com/repos/spotify/apollo,1571,122,31,295,173,81,0,41,0,81,173,77,45,0,112,22,0,0,82,0,74,0,0,0,0
29072714,decaywood/XueQiuSuperSpider,decaywood,XueQiuSuperSpider,https://api.github.com/repos/decaywood/XueQiuSuperSpider,1101,27,22,91,64,26,0,1,0,26,64,25,2,0,0,1,0,0,23,0,42,0,0,0,0
29107504,uber/rides-android-sdk,uber,rides-android-sdk,https://api.github.com/repos/uber/rides-android-sdk,268,23,8,65,42,22,0,1,0,22,42,19,4,0,29,4,16,2,21,0,29,0,0,0,0
29111856,sbrannen/spring-test-junit5,sbrannen,spring-test-junit5,https://api.github.com/repos/sbrannen/spring-test-junit5,120,26,6,26,0,15,0,11,0,15,0,11,15,0,0,8,2,1,13,0,10,0,0,0,0
29123534,JumpMind/metl,JumpMind,metl,https://api.github.com/repos/JumpMind/metl,139,35,31,470,435,31,0,4,0,31,435,28,7,0,34,4,0,0,29,0,296,0,0,0,0
29210215,JumpMind/symmetric-ds,JumpMind,symmetric-ds,https://api.github.com/repos/JumpMind/symmetric-ds,288,101,111,1183,1067,101,2,13,0,101,1069,81,33,0,241,25,35,11,68,0,664,0,0,0,0
29211122,stellar/java-stellar-sdk,stellar,java-stellar-sdk,https://api.github.com/repos/stellar/java-stellar-sdk,114,53,7,354,300,54,0,0,0,54,300,54,0,0,116,0,0,0,54,0,137,0,0,0,0
29214363,Asqatasun/Asqatasun,Asqatasun,Asqatasun,https://api.github.com/repos/Asqatasun/Asqatasun,176,1641,193,4071,2400,1619,34,18,0,1620,2433,66,1572,0,193,12,14,4,0,0,3614,0,0,0,0
29259313,Tickaroo/tikxml,Tickaroo,tikxml,https://api.github.com/repos/Tickaroo/tikxml,223,105,51,231,126,81,0,24,0,81,126,77,28,0,73,83,0,0,84,0,34,0,0,0,0
29264457,phoenixnap/springmvc-raml-plugin,phoenixnap,springmvc-raml-plugin,https://api.github.com/repos/phoenixnap/springmvc-raml-plugin,132,246,12,208,121,86,0,1,0,86,121,81,6,0,55,5,78,2,83,0,130,0,0,0,0
29292799,mangstadt/biweekly,mangstadt,biweekly,https://api.github.com/repos/mangstadt/biweekly,167,136,19,438,302,127,0,9,0,127,302,124,11,1,161,7,34,1,127,0,302,0,0,1,1
29378429,SonarSource/sonar-python,SonarSource,sonar-python,https://api.github.com/repos/SonarSource/sonar-python,109,158,31,579,373,196,5,5,1,197,378,193,8,0,244,8,31,1,194,0,316,0,0,0,0
29380081,find-sec-bugs/find-sec-bugs,find-sec-bugs,find-sec-bugs,https://api.github.com/repos/find-sec-bugs/find-sec-bugs,970,414,282,1053,620,172,0,261,0,172,620,167,266,0,18,3,161,2,0,169,442,0,0,1,1
29443739,shred/acme4j,shred,acme4j,https://api.github.com/repos/shred/acme4j,283,71,17,154,81,65,1,7,5,70,82,68,4,0,80,4,4,1,69,0,46,0,0,0,0
29618262,UNIVALI-LITE/Portugol-Studio,UNIVALI-LITE,Portugol-Studio,https://api.github.com/repos/UNIVALI-LITE/Portugol-Studio,148,60,74,634,604,17,10,3,0,17,614,14,6,0,100,4,0,0,15,0,400,0,0,0,0
29623420,halfhp/androidplot,halfhp,androidplot,https://api.github.com/repos/halfhp/androidplot,318,41,10,186,145,40,0,1,0,40,145,37,4,0,80,3,24,1,39,0,108,0,0,0,0
29664706,SonarSource/sonar-php,SonarSource,sonar-php,https://api.github.com/repos/SonarSource/sonar-php,161,469,45,1009,532,460,8,9,0,460,540,452,17,0,354,17,100,3,453,0,532,0,0,0,0
29695887,eclipse/eclipse-collections,eclipse,eclipse-collections,https://api.github.com/repos/eclipse/eclipse-collections,1074,1611,214,2576,897,1579,67,33,0,1587,956,1500,120,0,473,185,363,90,1499,0,1116,0,0,0,0
29701403,VREMSoftwareDevelopment/WifiAnalyzer,VREMSoftwareDevelopment,WifiAnalyzer,https://api.github.com/repos/VREMSoftwareDevelopment/WifiAnalyzer,865,130,25,282,152,125,1,4,0,126,152,126,4,0,143,4,0,0,126,0,39,0,0,0,0
29817891,Netflix/photon,Netflix,photon,https://api.github.com/repos/Netflix/photon,146,38,41,461,420,41,0,0,0,41,420,38,3,0,71,0,0,0,0,38,103,0,0,0,0
29826809,vanniktech/OnActivityResult,vanniktech,OnActivityResult,https://api.github.com/repos/vanniktech/OnActivityResult,486,42,4,73,30,38,1,4,2,40,31,39,3,0,22,2,0,0,39,0,17,0,0,0,0
29829572,xtuhcy/gecco,xtuhcy,gecco,https://api.github.com/repos/xtuhcy/gecco,1674,28,25,151,123,2,0,26,0,2,123,0,28,0,0,0,0,0,0,0,33,0,0,0,0
29862898,jorabin/KeePassJava2,jorabin,KeePassJava2,https://api.github.com/repos/jorabin/KeePassJava2,137,35,21,129,89,35,0,5,5,40,89,40,0,0,39,5,19,7,27,0,59,0,0,0,0
29892360,zalando/intellij-swagger,zalando,intellij-swagger,https://api.github.com/repos/zalando/intellij-swagger,869,73,70,299,226,68,0,5,0,68,226,19,54,0,15,2,9,1,21,0,184,0,0,0,0
30049597,blockchain/My-Wallet-V3-Android,blockchain,My-Wallet-V3-Android,https://api.github.com/repos/blockchain/My-Wallet-V3-Android,266,69,69,299,220,63,10,6,0,71,222,59,18,0,78,12,22,5,65,0,89,0,0,0,0
30050877,stanford-futuredata/macrobase,stanford-futuredata,macrobase,https://api.github.com/repos/stanford-futuredata/macrobase,552,121,57,423,300,112,2,9,0,112,302,110,11,0,139,8,0,0,111,0,172,0,0,1,1
30127281,YeDeming/THUTag,YeDeming,THUTag,https://api.github.com/repos/YeDeming/THUTag,288,57,23,266,226,27,12,1,0,27,238,27,1,0,26,1,0,0,0,0,76,0,0,0,0
30168768,blazegraph/database,blazegraph,database,https://api.github.com/repos/blazegraph/database,400,1260,276,4415,3144,1191,11,69,2,1194,3154,1160,91,10,589,891,595,94,20,0,3015,0,0,2,2
30195225,reactor/reactive-streams-commons,reactor,reactive-streams-commons,https://api.github.com/repos/reactor/reactive-streams-commons,261,121,9,378,257,120,0,1,0,120,257,116,4,1,110,1,0,0,117,2,176,0,0,1,1
30200568,electronicarts/ea-async,electronicarts,ea-async,https://api.github.com/repos/electronicarts/ea-async,642,41,6,51,9,37,1,4,0,37,10,36,5,0,5,3,32,1,36,0,40,0,0,0,0
30281163,fabioCollini/DaggerMock,fabioCollini,DaggerMock,https://api.github.com/repos/fabioCollini/DaggerMock,1096,159,32,221,53,62,9,97,5,74,55,67,99,0,27,89,1,1,69,0,28,0,0,0,0
30381328,toolbox4minecraft/amidst,toolbox4minecraft,amidst,https://api.github.com/repos/toolbox4minecraft/amidst,746,45,68,360,315,19,0,26,1,20,315,5,40,0,3,13,0,0,5,0,62,0,0,0,0
30539601,eclipse/eclipse-collections-kata,eclipse,eclipse-collections-kata,https://api.github.com/repos/eclipse/eclipse-collections-kata,186,23,4,36,13,20,0,3,0,20,13,20,3,0,12,13,18,3,25,0,18,0,0,0,0
30594809,gaoxianglong/shark,gaoxianglong,shark,https://api.github.com/repos/gaoxianglong/shark,520,39,34,479,440,24,0,15,3,27,440,26,12,1,0,4,0,0,26,0,333,0,0,2,2
30762679,cache2k/cache2k,cache2k,cache2k,https://api.github.com/repos/cache2k/cache2k,303,198,47,433,227,121,5,80,1,122,232,111,90,0,96,63,39,16,115,0,199,0,0,1,1
30777575,xiaolongzuo/niubi-job,xiaolongzuo,niubi-job,https://api.github.com/repos/xiaolongzuo/niubi-job,319,37,37,195,156,32,2,5,1,33,158,30,7,0,46,3,4,2,33,0,90,0,0,0,0
30829812,tobato/FastDFS_Client,tobato,FastDFS_Client,https://api.github.com/repos/tobato/FastDFS_Client,649,54,18,156,102,46,0,8,0,46,102,37,17,0,47,10,20,4,40,0,79,0,0,0,0
30842989,RestComm/sip-servlets,RestComm,sip-servlets,https://api.github.com/repos/RestComm/sip-servlets,113,176,131,1313,1136,148,1,28,1,149,1137,138,38,0,43,18,115,1,22,5,691,0,0,1,1
30929002,metasfresh/metasfresh,metasfresh,metasfresh,https://api.github.com/repos/metasfresh/metasfresh,474,1094,1796,12715,11539,967,22,187,0,967,11561,812,342,0,1977,232,156,46,937,0,5141,0,0,6,6
30940386,eclipse/rdf4j,eclipse,rdf4j,https://api.github.com/repos/eclipse/rdf4j,165,541,216,2586,2003,500,30,53,1,517,2017,495,72,2,587,86,254,65,339,0,1619,0,0,4,4
30960502,jonashackt/tutorial-soap-spring-boot-cxf,jonashackt,tutorial-soap-spring-boot-cxf,https://api.github.com/repos/jonashackt/tutorial-soap-spring-boot-cxf,148,75,11,140,65,63,0,12,0,63,65,31,44,0,24,34,0,0,31,0,13,0,0,0,0
30966165,jamorham/xDrip-plus,jamorham,xDrip-plus,https://api.github.com/repos/jamorham/xDrip-plus,186,38,70,937,889,38,10,0,0,39,898,32,7,0,58,5,21,2,36,0,497,0,0,0,0
31038260,BetterCloud/vault-java-driver,BetterCloud,vault-java-driver,https://api.github.com/repos/BetterCloud/vault-java-driver,204,39,13,112,59,33,14,6,0,46,60,44,8,0,46,8,0,0,44,0,28,0,0,1,1
31047441,hs-web/hsweb-framework,hs-web,hsweb-framework,https://api.github.com/repos/hs-web/hsweb-framework,6232,123,271,1226,1099,104,4,19,0,104,1103,65,58,0,141,34,19,1,69,0,530,0,0,5,5
31055446,nero520/mybatis,nero520,mybatis,https://api.github.com/repos/nero520/mybatis,426,595,175,942,347,225,0,370,3,228,347,220,375,0,163,265,51,6,218,0,193,0,0,0,0
31056780,graalvm/sulong,graalvm,sulong,https://api.github.com/repos/graalvm/sulong,662,65,92,813,748,47,0,18,3,50,748,42,23,0,0,11,34,7,50,0,616,0,0,2,2
31102871,andrey7mel/android-step-by-step,andrey7mel,android-step-by-step,https://api.github.com/repos/andrey7mel/android-step-by-step,147,33,20,86,44,32,9,1,0,34,51,19,16,0,29,5,17,2,22,0,38,0,0,0,0
31220583,NextFaze/power-adapters,NextFaze,power-adapters,https://api.github.com/repos/NextFaze/power-adapters,117,25,15,145,120,19,0,6,0,19,120,17,8,0,30,7,0,0,17,0,76,0,0,0,0
31249556,debezium/debezium,debezium,debezium,https://api.github.com/repos/debezium/debezium,1748,191,55,595,398,113,2,82,52,165,400,149,46,0,174,36,50,8,163,0,238,0,0,3,3
31483507,mercyblitz/confucius-commons,mercyblitz,confucius-commons,https://api.github.com/repos/mercyblitz/confucius-commons,120,22,15,60,38,21,0,1,0,21,38,17,5,0,21,3,10,2,19,0,18,0,0,0,0
31524596,redkale/redkale,redkale,redkale,https://api.github.com/repos/redkale/redkale,380,70,30,393,320,22,0,51,0,22,320,0,73,0,0,0,0,0,0,0,191,0,0,0,0
31610609,LogNet/grpc-spring-boot-starter,LogNet,grpc-spring-boot-starter,https://api.github.com/repos/LogNet/grpc-spring-boot-starter,1108,21,7,39,18,17,0,4,0,17,18,16,5,0,6,3,6,1,18,0,23,0,0,0,0
31648160,wso2/msf4j,wso2,msf4j,https://api.github.com/repos/wso2/msf4j,348,136,118,500,364,70,0,66,0,70,364,37,99,0,39,55,8,3,0,37,113,0,0,2,2
31662364,neuroph/neuroph,neuroph,neuroph,https://api.github.com/repos/neuroph/neuroph,306,54,200,1268,1198,42,16,12,0,42,1214,39,15,0,61,3,0,0,37,0,631,0,0,2,2
31677225,quarks-edge/quarks,quarks-edge,quarks,https://api.github.com/repos/quarks-edge/quarks,128,65,108,362,294,59,3,6,0,59,297,51,13,1,0,19,32,14,42,0,146,0,0,3,3
31692512,tlaplus/tlaplus,tlaplus,tlaplus,https://api.github.com/repos/tlaplus/tlaplus,818,434,140,1468,974,424,53,17,5,467,989,450,28,1,38,30,287,24,356,0,942,0,0,3,3
31718803,jfree/jfreechart,jfree,jfreechart,https://api.github.com/repos/jfree/jfreechart,452,350,39,987,637,345,0,5,0,345,637,343,7,0,398,6,0,0,343,0,370,0,0,0,0
31856663,reactor/reactor-addons,reactor,reactor-addons,https://api.github.com/repos/reactor/reactor-addons,119,33,11,93,60,28,0,5,0,28,60,27,6,0,30,3,1,1,27,1,41,0,0,0,0
31934624,k3b/APhotoManager,k3b,APhotoManager,https://api.github.com/repos/k3b/APhotoManager,101,37,30,239,194,40,2,3,1,41,196,40,3,0,64,4,0,0,41,0,93,0,0,0,0
32015310,SonarSource/sonarlint-intellij,SonarSource,sonarlint-intellij,https://api.github.com/repos/SonarSource/sonarlint-intellij,301,84,26,277,191,84,2,0,0,84,193,81,3,0,100,3,38,1,82,0,137,0,0,0,0
32045042,SonarSource/sonarlint-eclipse,SonarSource,sonarlint-eclipse,https://api.github.com/repos/SonarSource/sonarlint-eclipse,151,25,55,328,286,23,15,4,0,33,291,31,6,0,1,2,15,2,35,0,133,0,0,5,5
32183402,emorynlp/nlp4j,emorynlp,nlp4j,https://api.github.com/repos/emorynlp/nlp4j,167,61,52,302,241,59,0,2,2,61,241,60,1,0,78,0,0,0,57,0,79,0,0,2,2
32375165,jasminb/jsonapi-converter,jasminb,jsonapi-converter,https://api.github.com/repos/jasminb/jsonapi-converter,225,30,7,72,39,9,0,24,0,9,39,9,24,0,18,22,0,0,9,0,18,0,0,0,0
32381581,greenrobot/essentials,greenrobot,essentials,https://api.github.com/repos/greenrobot/essentials,713,31,7,82,33,21,18,10,1,22,51,21,10,0,17,3,6,2,26,0,43,0,0,0,0
32394079,domeos/server,domeos,server,https://api.github.com/repos/domeos/server,268,56,157,729,673,47,0,9,0,47,673,42,14,0,108,7,23,1,44,0,155,0,0,1,1
32567918,Alluxio/alluxio,Alluxio,alluxio,https://api.github.com/repos/Alluxio/alluxio,2389,571,213,2504,1897,553,8,46,0,553,1905,497,101,1,471,72,88,14,528,0,838,0,0,4,4
32576580,paypal/resteasy-spring-boot,paypal,resteasy-spring-boot,https://api.github.com/repos/paypal/resteasy-spring-boot,200,24,6,36,12,13,0,11,4,17,12,7,17,0,2,8,0,0,0,8,16,0,0,0,0
32582691,Microsoft/thrifty,Microsoft,thrifty,https://api.github.com/repos/Microsoft/thrifty,403,51,11,91,38,14,2,37,1,15,40,10,41,0,20,2,0,0,11,0,50,0,0,0,0
32584300,lealone/Lealone,lealone,Lealone,https://api.github.com/repos/lealone/Lealone,624,130,87,787,653,113,0,21,0,113,653,98,36,0,77,9,97,5,96,0,474,0,0,0,0
32589637,chocoteam/choco-solver,chocoteam,choco-solver,https://api.github.com/repos/chocoteam/choco-solver,275,215,114,809,594,204,0,11,2,206,594,199,14,2,189,18,29,6,0,195,404,0,0,13,13
32692926,Karumi/Rosie,Karumi,Rosie,https://api.github.com/repos/Karumi/Rosie,2001,27,56,159,127,17,5,10,0,20,129,17,13,0,49,10,5,2,20,0,86,0,0,0,0
32893502,DataSystemsLab/GeoSpark,DataSystemsLab,GeoSpark,https://api.github.com/repos/DataSystemsLab/GeoSpark,460,48,32,176,128,43,0,5,2,45,128,40,8,0,40,9,18,4,42,0,87,0,0,0,0
33029881,linkedin/WhereHows,linkedin,WhereHows,https://api.github.com/repos/linkedin/WhereHows,1274,44,46,357,313,42,0,2,0,42,313,42,2,0,30,4,0,0,7,36,139,0,0,0,0
33159158,PebbleTemplates/pebble,PebbleTemplates,pebble,https://api.github.com/repos/PebbleTemplates/pebble,481,86,41,342,238,64,11,29,0,64,249,58,35,0,52,16,2,1,59,0,132,0,0,0,0
33196701,RestComm/Restcomm-Connect,RestComm,Restcomm-Connect,https://api.github.com/repos/RestComm/Restcomm-Connect,145,214,131,965,731,199,20,15,1,200,751,192,22,0,249,20,18,3,195,0,274,0,0,0,0
33260516,ozimov/spring-boot-email-tools,ozimov,spring-boot-email-tools,https://api.github.com/repos/ozimov/spring-boot-email-tools,141,80,13,129,49,66,0,14,0,66,49,44,36,0,41,16,5,2,44,0,16,0,0,0,0
33279147,btraceio/btrace,btraceio,btrace,https://api.github.com/repos/btraceio/btrace,2701,246,35,507,260,46,1,200,0,46,261,26,220,0,15,1,13,1,28,0,100,0,0,1,1
33304261,palantir/docker-compose-rule,palantir,docker-compose-rule,https://api.github.com/repos/palantir/docker-compose-rule,332,53,10,149,83,10,13,43,37,60,83,59,7,0,60,6,0,0,61,0,13,0,0,0,0
33393590,usethesource/rascal,usethesource,rascal,https://api.github.com/repos/usethesource/rascal,122,109,110,835,741,27,8,59,2,29,749,11,75,0,0,50,0,0,27,0,539,0,0,0,0
33417001,ctripcorp/apollo,ctripcorp,apollo,https://api.github.com/repos/ctripcorp/apollo,14608,151,126,669,515,146,0,8,0,146,515,128,26,0,235,15,52,10,140,0,230,0,0,0,0
33579946,Microsoft/azure-tools-for-java,Microsoft,azure-tools-for-java,https://api.github.com/repos/Microsoft/azure-tools-for-java,129,23,347,1507,1464,17,20,6,0,20,1481,16,10,0,0,2,0,0,26,0,670,0,0,4,4
33656495,wcong/learn-java,wcong,learn-java,https://api.github.com/repos/wcong/learn-java,128,275,57,276,1,69,0,206,0,69,1,25,250,0,0,26,0,0,25,0,30,0,0,3,3
33685085,prestodb/presto,prestodb,presto,https://api.github.com/repos/prestodb/presto,4976,1499,278,5850,4177,1315,89,269,17,1380,4218,1260,333,39,2003,230,451,59,0,1175,1938,0,0,28,28
