package,Code,Class,Method,Modifiers,Parameters,ReturnType,isTestCode,isTestMethod
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,getTimeToLive,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setTimeToLive,public,int,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,getInterface,public,,InetAddress,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setInterface,public,InetAddress,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,getNetworkInterface,public,,NetworkInterface,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setNetworkInterface,public,NetworkInterface,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setEpollMode,public,EpollMode,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,isReusePort,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setReusePort,public,boolean,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,isIpTransparent,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setIpTransparent,public,boolean,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,isFreeBind,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setFreeBind,public,boolean,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,isIpRecvOrigDestAddr,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDatagramChannelConfig,EpollDatagramChannelConfig,setIpRecvOrigDestAddr,public,boolean,EpollDatagramChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,Epoll,Epoll,isAvailable,public-static,,boolean,False,False,False
io.netty.channel.epoll,Epoll,Epoll,ensureAvailability,public-static,,void,False,False,False
io.netty.channel.epoll,Epoll,Epoll,unavailabilityCause,public-static,,Throwable,False,False,False
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,newUnsafe,protected,,AbstractEpollUnsafe,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,localAddress0,protected,,DomainSocketAddress,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,remoteAddress0,protected,,DomainSocketAddress,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,doBind,protected,SocketAddress,void,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,config,public,,EpollDomainSocketChannelConfig,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,doConnect,protected,SocketAddress-SocketAddress,boolean,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,remoteAddress,public,,DomainSocketAddress,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,localAddress,public,,DomainSocketAddress,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,doWriteSingle,protected,ChannelOutboundBuffer,int,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,filterOutboundMessage,protected,Object,Object,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollDomainSocketChannel,EpollDomainSocketChannel,peerCredentials,public,,PeerCredentials,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,newTaskQueue,private-static,EventLoopTaskQueueFactory,Queue,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,cleanIovArray,,,IovArray,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,cleanDatagramPacketArray,,,NativeDatagramPacketArray,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,beforeScheduledTaskSubmitted,protected,long,boolean,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,afterScheduledTaskSubmitted,protected,long,boolean,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,runAllTasks,protected,,boolean,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,trySetTimerFd,private,long,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,setTimerFd,private,long,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,checkScheduleTaskQueueForNewDelay,private,long,long,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,wakeup,protected,boolean,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,add,,AbstractEpollChannel,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,modify,,AbstractEpollChannel,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,updatePendingFlagsSet,,AbstractEpollChannel,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,processPendingChannelFlags,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,remove,,AbstractEpollChannel,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,newTaskQueue,protected,int,Queue,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,newTaskQueue0,private-static,int,Queue,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,registeredChannels,public,,int,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,epollWait,private,,int,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,epollWaitNow,private,,int,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,epollBusyWait,private,,int,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,run,protected,,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,handleLoopException,,Throwable,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,closeAll,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,processReady,private,EpollEventArray-int,boolean,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollEventLoop,EpollEventLoop,cleanup,protected,,void,False,False,SingleThreadEventLoop
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,getOptions,public,,Map,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,getOption,public,ChannelOption,T,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setOption,public,ChannelOption-T,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setMaxMessagesPerRead,public,int,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setConnectTimeoutMillis,public,int,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setWriteSpinCount,public,int,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setRecvByteBufAllocator,public,RecvByteBufAllocator,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setAllocator,public,ByteBufAllocator,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setAutoClose,public,boolean,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setMessageSizeEstimator,public,MessageSizeEstimator,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setWriteBufferLowWaterMark,public,int,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setWriteBufferHighWaterMark,public,int,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setWriteBufferWaterMark,public,WriteBufferWaterMark,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setAutoRead,public,boolean,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setEpollMode,public,EpollMode,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setReadMode,public,DomainSocketReadMode,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,getReadMode,public,,DomainSocketReadMode,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,isAllowHalfClosure,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollDomainSocketChannelConfig,EpollDomainSocketChannelConfig,setAllowHalfClosure,public,boolean,EpollDomainSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,getOptions,public,,Map,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,getOption,public,ChannelOption,T,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setOption,public,ChannelOption-T,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,isReuseAddress,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setReuseAddress,public,boolean,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,getReceiveBufferSize,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setReceiveBufferSize,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,getBacklog,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setBacklog,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,getTcpFastopen,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setTcpFastopen,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setPerformancePreferences,public,int-int-int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setConnectTimeoutMillis,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setMaxMessagesPerRead,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setWriteSpinCount,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setAllocator,public,ByteBufAllocator,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setRecvByteBufAllocator,public,RecvByteBufAllocator,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setAutoRead,public,boolean,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setWriteBufferHighWaterMark,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setWriteBufferLowWaterMark,public,int,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setWriteBufferWaterMark,public,WriteBufferWaterMark,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setMessageSizeEstimator,public,MessageSizeEstimator,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollServerChannelConfig,EpollServerChannelConfig,setEpollMode,public,EpollMode,EpollServerChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,epollin,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,epollout,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,epollrdhup,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,epollet,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,epollerr,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,ssizeMax,static-native,,long,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,tcpMd5SigMaxKeyLen,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,iovMax,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,uioMaxIov,static-native,,int,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,isSupportingSendmmsg,static-native,,boolean,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,isSupportingTcpFastopen,static-native,,boolean,False,False,False
io.netty.channel.epoll,NativeStaticallyReferencedJniMethods,NativeStaticallyReferencedJniMethods,kernelVersion,static-native,,String,False,False,False
io.netty.channel.epoll,EpollEventLoopGroup,EpollEventLoopGroup,setIoRatio,public,int,void,False,False,MultithreadEventLoopGroup
io.netty.channel.epoll,EpollEventLoopGroup,EpollEventLoopGroup,newChild,protected,Executor-Object,EventLoop,False,False,MultithreadEventLoopGroup
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getOptions,public,,Map,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getOption,public,ChannelOption,T,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setOption,public,ChannelOption-T,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getReceiveBufferSize,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getSendBufferSize,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getSoLinger,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getTrafficClass,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isKeepAlive,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isReuseAddress,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isTcpNoDelay,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isTcpCork,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getSoBusyPoll,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getTcpNotSentLowAt,public,,long,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getTcpKeepIdle,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getTcpKeepIntvl,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getTcpKeepCnt,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,getTcpUserTimeout,public,,int,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setKeepAlive,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setPerformancePreferences,public,int-int-int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setReceiveBufferSize,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setReuseAddress,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setSendBufferSize,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setSoLinger,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpNoDelay,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpCork,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setSoBusyPoll,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpNotSentLowAt,public,long,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTrafficClass,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpKeepIdle,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpKeepIntvl,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpKeepCntl,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpKeepCnt,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpUserTimeout,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isIpTransparent,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setIpTransparent,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpMd5Sig,public,Map,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpQuickAck,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isTcpQuickAck,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setTcpFastOpenConnect,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isTcpFastOpenConnect,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,isAllowHalfClosure,public,,boolean,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setAllowHalfClosure,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setConnectTimeoutMillis,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setMaxMessagesPerRead,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setWriteSpinCount,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setAllocator,public,ByteBufAllocator,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setRecvByteBufAllocator,public,RecvByteBufAllocator,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setAutoRead,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setAutoClose,public,boolean,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setWriteBufferHighWaterMark,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setWriteBufferLowWaterMark,public,int,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setWriteBufferWaterMark,public,WriteBufferWaterMark,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setMessageSizeEstimator,public,MessageSizeEstimator,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,setEpollMode,public,EpollMode,EpollSocketChannelConfig,False,False,EpollChannelConfig
io.netty.channel.epoll,EpollSocketChannelConfig,EpollSocketChannelConfig,calculateMaxBytesPerGatheringWrite,private,,void,False,False,EpollChannelConfig
io.netty.channel.epoll,Native,Native,newEventFd,public-static,,FileDescriptor,False,False,False
io.netty.channel.epoll,Native,Native,newTimerFd,public-static,,FileDescriptor,False,False,False
io.netty.channel.epoll,Native,Native,eventFd,private-native-static,,int,False,False,False
io.netty.channel.epoll,Native,Native,timerFd,private-native-static,,int,False,False,False
io.netty.channel.epoll,Native,Native,eventFdWrite,public-native-static,int-long,void,False,False,False
io.netty.channel.epoll,Native,Native,eventFdRead,public-native-static,int,void,False,False,False
io.netty.channel.epoll,Native,Native,timerFdRead,static-native,int,void,False,False,False
io.netty.channel.epoll,Native,Native,timerFdSetTime,static-native,int-int-int,void,False,False,False
io.netty.channel.epoll,Native,Native,newEpollCreate,public-static,,FileDescriptor,False,False,False
io.netty.channel.epoll,Native,Native,epollCreate,private-native-static,,int,False,False,False
io.netty.channel.epoll,Native,Native,epollWait,public-static,FileDescriptor-EpollEventArray-FileDescriptor-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,epollWait,static,FileDescriptor-EpollEventArray-boolean,int,False,False,False
io.netty.channel.epoll,Native,Native,epollBusyWait,public-static,FileDescriptor-EpollEventArray,int,False,False,False
io.netty.channel.epoll,Native,Native,epollWait0,private-native-static,int-long-int-int-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,epollWaitNoTimeout,private-native-static,int-long-int-boolean,int,False,False,False
io.netty.channel.epoll,Native,Native,epollBusyWait0,private-native-static,int-long-int,int,False,False,False
io.netty.channel.epoll,Native,Native,epollCtlAdd,public-static,int-int-int,void,False,False,False
io.netty.channel.epoll,Native,Native,epollCtlAdd0,private-native-static,int-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,epollCtlMod,public-static,int-int-int,void,False,False,False
io.netty.channel.epoll,Native,Native,epollCtlMod0,private-native-static,int-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,epollCtlDel,public-static,int-int,void,False,False,False
io.netty.channel.epoll,Native,Native,epollCtlDel0,private-native-static,int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,splice,public-static,int-long-int-long-long,int,False,False,False
io.netty.channel.epoll,Native,Native,splice0,private-native-static,int-long-int-long-long,int,False,False,False
io.netty.channel.epoll,Native,Native,sendmmsg,public-static,int-NativeDatagramPacketArray-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,sendmmsg,static,int-boolean-NativeDatagramPacketArray-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,sendmmsg0,private-native-static,int-boolean-NativeDatagramPacketArray-int-int,int,False,False,False
io.netty.channel.epoll,Native,Native,sizeofEpollEvent,public-native-static,,int,False,False,False
io.netty.channel.epoll,Native,Native,offsetofEpollData,public-native-static,,int,False,False,False
io.netty.channel.epoll,Native,Native,loadNativeLibrary,private-static,,void,False,False,False
io.netty.channel.epoll,LinuxSocket,LinuxSocket,family,private,,InternetProtocolFamily,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,sendmmsg,,NativeDatagramPacketArray-int-int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTimeToLive,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setInterface,,InetAddress,void,False,False,Socket
